Código;Descrição Resumida
100001346;CADEIRA GIRATORIA C/ BRAÇO ENCOSTO MEDIO TECIDO AZUL ROYAL
100001341;CADEIRA GIRATORIA S/ BRAÇO ENCOSTO BAIXO TECIDO AZUL MARINHO
100001339;CADEIRA GIRATORIA P/ ATENDIMENTO BALCAO S/ BRAÇO ENCOSTO BAIXO TECIDO CREPE AZUL MARINHO
100001335;CADEIRA GIRATORIA C/ BRAÇOS ENCOSTO BAIXO TECIDO CREPE PRETO
100001334;CADEIRA GIRATORIA C/ BRAÇO ENCOSTO ALTO TECIDO CREPE AZUL ROYAL
100001333;CADEIRA GIRATORIA C/ BRAÇOS ENCOSTO MEDIO VINIL
100001332;CADEIRA GIRATORIA DIRETOR C/ BRAÇOS ORTOPEDICA TECIDO
100001326;CADEIRA GIRATORIA DIRETOR C/ BRAÇOS ENCOSTO MEDIO FIXOS VINIL CINZA
100001325;CADEIRA GIRATORIA DIRETOR C/ BRAÇOS ENCOSTO MEDIO ARTICULAVEL TECIDO PRETO
100001324;CADEIRA GIRATORIA DIGITADOR C/ BRAÇOS VINIL CINZA
100001323;CADEIRA GIRATORIA C/ BRAÇOS ENCOSTO BAIXO ARTICULAVEL TECIDO PRETO
100001322;CADEIRA GIRATORIA DIGITADOR C/ BRAÇOS VINIL AZUL MARINHO
100001320;"CADEIRA FIXA S/ BRAÇOS ENCOSTO MEDIO PE""U"" VINIL PRETA"
100001318;CADEIRA FIXA INTERLOCUTOR S/ BRAÇOS ENCOSTO MEDIO VINIL PRETO
100001317;CADEIRA FIXA S/ BRAÇOS ENCOSTO BAIXO VINIL CINZA
100001316;CADEIRA FIXA S/ BRAÇOS ENCOSTO BAIXO TECIDO CINZA
100001315;"CADEIRA FIXA S/ BRAÇOS 02 PES ""U"" CURVIN COR PRETA"
100001311;CADEIRA FIXA INTERLOCUTOR C/ BRAÇOS ENCOSTO MEDIO TECIDO PRETO
100001310;CADEIRA FIXA C/ BRAÇOS ENCOSTO MEDIO ESCAMONTEAVEL C/ PORTA- LIVRO
100001307;CADEIRA FIXA INTERLOCUTOR C/ BRAÇOS PORTA-LIVRO ENCOSTO MEDIO PRANCHETA ESCAMONTEAVEL VINIL PRETO
100001304;CADEIRA FIXA INTERLOCUTOR C/ BRAÇOS ENCOSTO MEDIO VINIL CORES VARIADAS
100001303;CADEIRA FIXA C/ BRAÇOS PRANCHETA BASCULANTE DIREITO TECIDO ANIL
100001302;CADEIRA FIXA C/ BRAÇOS ENCOSTO BAIXO PRANCHETA BASCULANTE DIREITO TECIDO PRETA
100001277;BANCADA P/ SERVIDOR TAMPOS MEDIO/GRANDE
100001265;ARMARIO ARQUIVO MEDIO MADEIRA AGLOMERADA 03 GAVETAS P/ PASTA SUSPENSA ARGILA 900 X 500 X 1050MM
100001256;ARQUIVO 04 GAVETAS MADEIRA AGLOMERADA CASCA DE OVO 500 X 800 X 1330 MM
100001255;ARMARIO ESCRITORIO ALTO 02 PORTAS MADEIRA CASCA DE OVO 900 X 500 X 1600MM
100001251;ARMARIO ROUPEIRO GUARDA-ROUPA ALTO AÇO 06 PORTAS CINZA CLARO 983 X 430 X 1980MM
100001250;ARMARIO ROUPEIRO ALTO 04 PORTAS MADEIRA CASCA DE OVO 750 X 470 X 1600MM
100001245;ARMARIO MEDIO 02 PORTAS BAIXA CORRER C/ ABERTURA SUPERIOR MADEIRA AGLOMERADA CASCA DE OVO 900 X 500 X 1050MM
100001242;ARMARIO ALTO 02 PORTAS 03 PRATELEIRAS MADEIRA AGLOMERADA CASCA DE OVO 450 X 800 X 1650MM
100001234;"ARMARIO ARQUIVO ALTO MADEIRA AGLOMERADA ABERTURA SUPERIOR 01 PRATELEIRA REGULAVEL 04 GAVETAS CASCA DE OVO 460 X 500 X
1600MM"
100001152;SUPORTE P/ CPU TORRE LAMINADO MELAMINICO ARGILA
100001150;SUPORTE P/ CPU AÇO CORES VARIADAS 250 X 450 X 450MM
100001096;QUADRO AVISO CORTIÇA C/ PORTA CORRER MOLDURA ALUMINIO 1200 X 900MM
100000971;MESA PARA DATILOGRAFIA MADEIRA C/ GAVETEIRO FIXO 01 GAVETA 600 X 600 X 740MM
100000969;MESA P/ COMPUTADOR MADEIRA LAMINADO CASCA DE OVO 900 X 750 X 720 A 750MM
100000955;MESA TRABALHO MADEIRA LAMINADO ARGILA 860 X 600 X 720 A 750MM
100000953;MESA TRABALHO C/ TECLADO MADEIRA CASCA DE OVO 800 X 600 X740MM
100000935;MESA TRABALHO C/ GAVETEIRO FIXO 02 GAVETAS MADEIRA CASCA DE OVO 1200 X 600 X 740MM
100000933;MESA TRABALHO C/ GAVETEIRO FIXO 02 GAVETAS TECLADO MADEIRA CASCA DE OVO 1200 X 600 X 740MM
100000914;MESA REUNIAO REDONDA MADEIRA CINZA 1200 X 740MM
100000908;MESA CANTO MADEIRA LAMINADO ARGILA 600 X 600 X 380MM.
100000904;MESA APOIO P/ IMPRESSORA MADEIRA CASCA DE OVO 600 X 600 X 720 A 750M
100000903;MESA APOIO P/ IMPRESSORA MADEIRA ARGILA 1000 X 500 X 720 A 750MM
100000900;MESA AUXILIAR RETANGULAR AÇO INOXIDAVEL C/ PRATELEIRA E RODIZIOS 40 X 90 X 80CM
100000883;LONGARINA 04 LUGARES C/ BRAÇO TECIDO AZUL
100000881;LONGARINA 03 LUGARES S/ BRAÇO ENCOSTO BAIXO TECIDO CREPE PRETO
100000880;LONGARINA 03 LUGARES S/ BRAÇO ENCOSTO BAIXO TECIDO CREPE AZUL ROYAL
100000879;LONGARINA 03 LUGARES C/ BRAÇOS TECIDO PRETO
100000878;LONGARINA 03 LUGARES C/ BRAÇO TECIDO AZUL
100000833;GAVETEIRO VOLANTE P/ TELEFONE MADEIRA CASCA DE OVO 410X616X500MM
100000831;GAVETEIRO VOLANTE MISTO MADEIRA 03 GAVETAS 02 SIMPLES + 01 GAVETAO MARFIM 410 X616 X500MM
100000780;"ESTANTE ABERTA AÇO 06 PRATELEIRAS CINZA C/ REFORÇO ""X"" 2000MM X 920MM X 400MM"
100000779;ESTANTE ABERTA AÇO 06 PRATELEIRAS CINZA 900 X 540 X 1980MM
100000728;DIVISORIA PAINEL
100000665;PRANCHETA P/ DESENHO MADEIRA C/ CAVALETE 900 X1200MM
100000605;CADEIRA GIRATORIA S/ BRAÇO TECIDO AZUL
100000600;CADEIRA GIRATORIA SECRETARIA S/ BRAÇO VINIL PRETO
100000598;CADEIRA GIRATORIA SECRETARIA S/ BRAÇO TECIDO PRETO
100000563;CADEIRA GIRATORIA C/ BRAÇOS ENCOSTO ALTO TECIDO PRETO
100000555;CADEIRA FIXA S/ BRAÇOS ENCOSTO MEDIO TECIDO PRETO
100000547;"CADEIRA FIXA S/ BRAÇOS PE ""U"" VINIL COR PRETO"
100000545;CADEIRA FIXA S/ BRAÇOS TECIDO CINZA
100000539;CADEIRA FIXA INTERLOCUTOR S/ BRAÇOS TECIDO GRAFITE
100000533;CADEIRA FIXA INTERLOCUTOR C/ BRAÇOS TECIDO VERMELHO
100000532;CADEIRA FIXA INTERLOCUTOR C/ BRAÇOS TECIDO GRAFITE
100000531;CADEIRA FIXA INTERLOCUTOR C/ BRAÇOS TECIDO ANIL
100000530;"CADEIRA FIXA INTERLOCUTOR S/ BRAÇOS PE""U"" TECIDO GRAFITE"
100000517;CADEIRA GIRATORIA DIGITADOR C/ BRAÇOS TECIDO AZUL MARINHO
100000459;ARQUIVO ALTO MADEIRA 02 PORTAS 04 SUPORTES PASTA SUSPENSA CASCA DE OVO 500 X 800 X 1600MM.
100000454;ARMARIO ROUPEIRO AÇO 12 PORTAS CINZA 1900 X 1250 X 400MM
100000453;ARMARIO ROUPEIRO GUARDA-ROUPA ALTO AÇO 08 PORTAS CINZA 1300 X 430 X 1980MM
100000451;ARMARIO ROUPEIRO GUARDA-ROUPA ALTO AÇO 04 PORTAS CINZA 1900 X 650 X 420MM
100000439;ARMARIO BAIXO 02 PORTAS MADEIRA AGLOMERADA CINZA 900 X 490 X 730MM
100000433;ARMARIO ALTO FECHADO 3 PRATELEIRAS C/ SUPORTE PASTA SUSPENSA MDP CASCA DE OVO 800X500X1600MM
100000429;ARMARIO ALTO 1 PRATELEIRA 4 SUPORTES P/ PASTA SUSPENSA MDP CASCA DE OVO 800X500X1600MM
100000427;ARMARIO ALTO 02 PORTAS MADEIRA AGLOMERADA ARGILA 900 X 500 X 1600MM
100000426;ARMARIO ALTO 02 PORTAS MADEIRA CINZA CLARO 1100 X 500 X 1900MM
100000425;ARMARIO ALTO C/ PORTAS BAIXAS 01 PRATELEIRA E PARTE SUPERIOR ABERTA MADEIRA AGLOMERADO CINZA 900 X 500 X 1600MM
100000377;BANCADA MADEIRA
100000376;PORTA CARTAO PONTO CHAPEIRA AÇO P/ 50 CARTOES
100000372;DIVISORIA AMBIENTE TIPO PAINEL 35MM MADEIRA PRENSADA 1600 X 2100MM
100000353;BANCO MADEIRA
100000344;QUADRO P/ CHAVES
100000203;MESA REUNIAO
100000198;MESA P/ IMPRESSORA MDP 600 X 600 X 750MM
100000194;MESA P/ COMPUTADOR TIPO RACK MADEIRA AGLOMERADA 900 X 700 X 720 A 750MM
100000193;MESA CENTRO LAMINADO CASCA DE OVO 600X600X330MM
100000192;MESA CANTO
100000190;MESA AUXILIAR RETANGULAR AÇO INOXIDAVEL C/ RODIZIOS USO MEDICO 40 X 40 X 80CM
100000189;LONGARINA S/ BRAÇO
100000188;LONGARINA C/ BRAÇO
100000171;CONEXAO P/ MESA TRIANGULAR 90º MADEIRA AGLOMERADA 600 X 600 MM
100000163;CADEIRA FIXA ENCOSTO MEDIO C/ BRAÇO ASSENTO/ ENCOSTO ESPUMA
100000161;CADEIRA DIGITADOR GIRATORIA C/ BRAÇOS
100000156;ARQUIVO 04 GAVETAS P/ PASTA SUSPENSA AÇO CINZA CLARO 1330 X 470 X 680MM
100000154;ARMARIO SUSPENSO MEDIO MADEIRA 01 PRATELEITA BRANCO 900 X 600 X 400MM
100000153;ARMARIO BAIXO MADEIRA CASCA DE OVO 380 X 765 X 900MM
100000152;ARMARIO GUARDA-ROUPA
100000150;ARMARIO ESTANTE ALTO MADEIRA AGLOMERADO
100006673;CADEIRA P/ BANHO
100006615;CAMA HOSPITALAR TIPO PPP
100006545;MESA C/ TAMPO ALTILENO
100006544;MESA C/ TAMPO LISO AÇO INOX
100006538;ESTANTE ABERTA AÇO
100006537;ESTANTE AÇO GRADEADA 1,70 X 50 X 80
100006503;CONJUNTO BANCOS 06 BANCOS ESTRUTURADOS MDF
100006502;SKATE ASSENTO FIXO C/ ESPUMA REVESTIDO VINIL
100006501;ROLO SUSPENSO C/ APOIO P/ PES
100006500;EQUIPAMENTO SUSPENSO INTEGRAÇÃO SENSORIAL AIRWALKER
100006499;ESTRUTURA P/ INTEGRAÇAO SENSORIAL
100006495;TROCADOR FRALDAS PAREDE ADULTO
100006494;ERETOR PLATAFORMA INFANTIL C/ MESA
100006493;ERETOR PLATAFORMA GRANDE C/ MESA
100006492;CAMA ELASTICA PROPRIOCEPTIVA 100KG
100006491;RAMPA ALONGAMENTO
100006490;ESCADA LINEAR P/ MARCHA
100006489;CAMA ELASTICA PROPRIOCEPTIVA 150KG
100006488;GANGORRA EQUILIBRIO
100006487;PRONO-SUPINADOR USO FISIOTERAPIA
100006486;RAMPA C/ DEGRAUS
100006485;BALANCIM PROPRIOCEPTIVO
100006484;ERETOR PLATAFORMA PARAPODIO
100006483;ESCADA DIGITA MADEIRA P/ REABILITAÇAO
100006482;ANDADOR DOBRAVEL ALUMINIO (INFANTIL PEDIATRICO)
100006481;ANDADOR DOBRAVEL ALUMINIO (ADULTO)
100006480;RAMPA ALONGAMENTO 42 CM X 36CM X 15CM
100006479;DIVA BAIXO P/ FISIOTERAPIA
100006443;CAMA HOSPITALAR ELETRICAS TIPO FOWLER P/ UTI
100006434;MACA FIXA C/ GRADES PES FIXOS C/ PONTEIRA BORRACHA
100006378;CARRINHO P/ MEDICAÇAO BEIRA LEITO C/ 3 GAVETAS
100006377;BIOMBO SANFONADO 01 BASE
100006233;CARRO MACA HOSPITALAR (SALA VERMELHA)
100006139;CADEIRA RODAS MOTORIZADA
100006020;ARMARIO P/ EQUIPAMENTO VIDEOCIRURGIA
100006014;MESA CABECEIRA C/ REFEIÇAO ACOPLADA AÇO 850 X 490 X 490MM
100006001;CADEIRA P/ COLETA SANGUE
100005901;MACA ELETRICA MOTORIZADA 200KG
100005819;ARMARIO VITRINE
100005722;CADEIRA RODAS ADULTO S/ SUPORTE P/ SORO 100KG
100005696;EMENDA PARLAMENTAR CAMA HOSPITALAR ADULTO S/ MOVIMENTO FAWLER
100005652;EMENDA PARLAMENTAR SOFA CAMA HOSPITALAR
100005448;CADEIRA P/ BANHO P/ CRIANÇAS C/ DEFICIENCIA CONCHA 45KG
100005445;ESTANTE METALICA P/ ORGANIZAR ESTOQUE MEDICAMENTOS
100005439;CAMA HOSPITALAR P/ PACIENTE ADULTO OBESO BIVOLT
100005433;GUINCHO ELEVADOR TRANSFERENCIA P/ PACIENTE
100005362;MESA P/ EXAME GINECOLOGICA ELETRICA
100005317;CADEIRA FIXA S/ BRAÇO USO UNIDADE SAUDE
100005316;LONGARINA CADEIRA ANATOMICA 05 LUGARES S/ BRAÇOS - USO UNIDADES SAUDE
100005315;LONGARINA CADEIRA ANATOMICA 04 LUGARES S/ BRAÇOS POLIPROPILENO - USO UNIDADES SAUDE
100005314;LONGARINA CADEIRA ANATOMICA 03 LUGARES S/ BRAÇOS POLIPROPILENO - USO UNIDADES SAUDE
100005313;LONGARINA CADEIRA ANATOMICA 02 LUGARES S/ BRAÇOS POLIPROPILENO - USO UNIDADES SAUDE
100005312;ARMARIO VITRINE AÇO 02 PORTAS 1,65M X 0,65M X 0,40M
100005168;CADEIRA RODAS INFANTIL S/ SUPORTE P/ SORO
100005167;CADEIRA RODAS ADULTO AÇO CARBONO S/ SUPORTE P/ SORO
100005154;ARMARIO SALA RESSONANCIA MAGNETICA SEMI-ABERTO MDF
100005124;ARMARIO MESA CABECEIRA LEITO PACIENTE MADEIRA
100005117;SUPORTE RETO C/ BANDEJA P/ MONITOR MULTIPARAMETRICO
100005116;ARMARIO P/ ARMAZENAMENTO ENDOSCOPIOS AÇO CARBONO
100005107;MESA AUXILIAR AÇO/FERRO - USO DIRETORIA ATENÇAO SAUDE
100005106;MESA CABECEIRA MADEIRA/MDP/MDF/SIMILAR - USO DIRETORIA ATENÇAO SAUDE
100005098;MESA P/ CONSULTORIO - USO DIRETORIA ATENÇAO SAUDE
100005097;CADEIRA RODAS ADULTO - USO DIRETORIA ATENÇAO SAUDE
100005096;ARMARIO VITRINE 02 PORTAS - USO DIRETORIA ATENÇAO SAUDE
100005095;ESCADA C/ 02 DEGRAUS - USO DIRETORIA DE ATENÇAO SAUDE
100005094;BIOMBO AÇO/FERRO - USO DIRETORIA ATENÇAO SAUDE
100005038;CADEIRA ATIVIDADES C/ ATUADOR HIDRAULICO TAM.M
100005037;CADEIRA P/ BANHO INFANTIL PLASTICO C/ TECIDO REMOVIVEL TAM.P
100004998;MESA C/ TAMPO ALTILENO 900X700X900
100004997;MESA AÇO INOX 800X700X800
100004996;MESA AÇO INOX PRATELEIRA INFERIOR GRADEADA 900X1800X600
100004981;SISTEMA CORTINA DIVISORIA P/ LEITO HOSPITALAR BEGE
100004980;MESA RETANGULAR 06 LUGARES BASE AÇO TAMPO MDF BRANCO
100004979;MESA QUADRANGULAR
100004978;"BANCADA P/ REFEITORIO MDF FORMATO ""L"""
100004976;MESA AÇO INOX PRATELEIRA INFERIOR GRADEADA 900X2000X700
100004975;MESA AÇO INOX PRATELEIRA INFERIOR GRADEADA 900X1800X700
100004974;SISTEMA CORTINA DIVISORIA P/ LEITO HOSPITALAR BRANCA
100004973;SISTEMA CORTINA DIVISORIA P/ LEITO HOSPITALAR AZUL
100004970;GUICHE DEVOLUÇAO PRATOS E TALHERES
100004969;ARMARIO TIPO COLMEIA MDF 30 GAVETAS BRANCO 170 X 40 X 120 CM
100004967;MESA C/ TAMPO ALTILENO 20MM
100004966;ARMARIO DUPLA FACE ESTANTE INOX
100004961;ESTANTE AÇO GRADEADA 1,80 X 40 X 95
100004959;BANCADA INOX C/ PRATELEIRA INFERIOR 800X700MM
100004958;BANCADA INOX S/ PRATELEIRA INFERIOR 1.000X700MM
100004953;CARRO DISTRIBUIÇAO ALIMENTOS AÇO INOX
100004952;CARRO ARMARIO INOX P/ 20 CUBAS GNS
100004943;MESA RECEPÇAO EXPURGO
100004942;MESA CONFECCIONAMENTO INSTRUMENTAL
100004941;CADEIRA FIXA ALUMINIO USO HOSPITAL MUNICIPAL
100004877;BIOMBO 3 FACES AÇO INOX
100004871;POLTRONA HOSPITALAR RECLINAVEL
100004862;CADEIRA P/ LABORATORIO GIRATORIA S/ BRAÇO ENCOSTO MEDIO CURVIM AZUL ROYAL
100004857;MACA MESA EXAME CLINICO ADULTO
100004856;ESCADA 2 DEGRAUS P/ AMBIENTE RESSONANCIA MAGNETICA 1.5 TESLA
100004848;MESA AUXILIAR INOX 800 X 600 X 740M
100004831;MESA P/ INSTRUMENTAL 50CM X 35CM X 1,5CM P/ UTI
100004830;MESA P/ EXAME CLINICO GINECOLOGICO
100004828;MESA ACOPLADA P/ SERVIR REFEIÇAO PACIENTE
100004826;MESA MAYO P/ AUXILIO PROCEDIMENTOS CIRURGICOS
100004825;MESA EXAMES ADULTO - DIVA CLINICO
100004824;MESA APOIO P/ ANESTESIA AÇO INOX 45 X 40 X 80CM
100004822;MESA AUXILIAR INOX SEMICIRCULAR 1.20 X 0,35 X 0,80M
100004821;MESA AUXILIAR INOX 0,43 X 0,93 X 0,80M
100004819;MESA AUXILIAR INOX 0,40 X 0,50 X 0,80M
100004817;MESA AUXILIAR INOX 0,40 X 0,80 X 0,80M
100004816;MACA FIXA C/ GRADES PES C/ RODIZIOS
100004815;MACA CHUVEIRO C/ GRADES
100004813;MACA MESA EXAME CLINICO INFANTIL
100004812;ESTANTE P/ ARMAZENAMENTO MATERIAIS - USO HMS
100004811;ESCADA USO HOSPITALAR 02 (DOIS) DEGRAUS INOX
100004802;CAMA RETRATIL P/ UTI PEDIATRICA
100004801;CAMA MECANICA INTERNAMENTO PEDIATRICA (HMS)
100004799;CADEIRA P/ COLETA SANGUE / MEDICAÇAO C/ INCLINAÇAO COURVIM AZUL ROYAL
100004798;CADEIRA RODAS INFANTIL 60 KG C/ SUPORTE P/ SORO
100004797;CADEIRA RODAS P/ ADULTO OBESO 200KG
100004796;CADEIRA RODAS ADULTO C/ SUPORTE P/ SORO 100KG
100004795;CADEIRA P/ BANHO ADULTO OBESO AÇO INOXIDAVEL 250 KG
100004794;CADEIRA P/ BANHO INFANTIL AÇO CARBONO 40KG
100004793;CADEIRA P/ BANHO ADULTO AÇO INOXIDAVEL 120 KG
100004792;BERÇO HOSPITALAR P/ CRIANÇAS - USO HMS
100004791;CAMA MECANICA INTERNAMENTO ADULTO (HMS)
100004790;BANQUETA GIRATORIA MOCHO
100004789;ARMARIO VITRINE AÇO 02 PORTAS 04 PRATELEIRAS 1,65M X 0,65M X 0,40M
100004662;CAMA RETRATIL P/ UTI ADULTO
100004661;CAMA RETRATIL P/ UTI ADULTO OBESO
100004611;CABINE ACUSTICA AUDIOMETRIA
100004610;MOCHO GIRATORIO ASSENTO E ENCOSTO ESTOFADOS AZUL C/ 05 PES E RODIZIOS
100004567;ESCADA LINEAR P/ MARCHA S/ RAMPA - USO FISIOTERAPIA
100004155;MESA ADAPTADA ( U ) MADEIRA
100004154;"CADEIRA RODAS ADAPTADA ANATOMICA P/ MESA ADAPTADA ""U"""
100003867;CADEIRA FIXA C/ BRAÇO POLIPROPILENO USO UNIDADE SAUDE
100003864;LONGARINA 02 LUGARES S/ BRAÇOS POLIPROPILENO AZUL ROYAL
100003829;ESTANTE AÇO INOXIDAVEL FECHADO 6 PRATELEIRAS 1950MM X 930MM X 460MM
100003825;BARRA PARALELA USO FISIOTERAPIA
100003824;ESCADA P/ REABILITAÇAO C/ RAMPA - USO FISIOTERAPIA
100003823;MACA P/ MASSAGEM MADEIRA
100003816;TABLADO P/ FISOTERAPIA MADEIRA CORVIN ANTIALERGICO AZUL
100003610;MESA MAYO C/ BANDEJA INOX E ROLDANAS
100003490;MESA HOSPITALAR AUXILIAR
100003473;MESA ESCRIVANINHA AÇO P/ CONSULTORIO BRANCA 500 X 990 X 720 A 750MM
100003438;CADEIRA RODAS
100003437;BIOMBO HOSPITALAR
100003436;BERÇO HOSPITALAR
100003434;BANCO METALICO
100003433;CARRO MACA HOSPITALAR
100003432;CADEIRA HOSPITALAR
100003431;ESCADA USO HOSPITALAR
100003304;MESA HOSPITALAR
100003271;MACA P/ ATIVIDADES RESGATE TECNICO
100003268;CADEIRA RODAS P/ BANHO AÇO INOX 150KG
100003122;MESA ANTROPOMETRICA
100003100;POLTRONA HOSPITALAR MADEIRA
100003005;CAMA HOSPITALAR INFANTIL FAWLER 1500 X 700 X 900MM
100003004;CAMA HOSPITALAR ADULTO FAWLER 2000 X 950 X 740MM
100002986;DISPENSURIO P/ MEDICAMENTOS CHAPA AÇO 1670 X 1135 X 590MM
100002984;ARMARIO TIPO ROUPEIRO AÇO 06 PORTAS 1950 X 900 X 450MM
100002976;CAMA HOSPITALAR ADULTO FAWLER VIA CONTROLE REMOTO
100002969;MACA P/ TRANSPORTE PACIENTES
100002968;CADEIRA P/ COLETA C/ AMORTECEDOR GAS COURVIN
100002967;MESA CABECEIRA P/ PACIENTE C/ RODIZIOS
100002966;CAMA HOSPITALAR INFANTIL FAWLER 170 X 88 X 65CM
100002965;CARRO EMERGENCIA ALUMINIO C/ BANDEJA
100002964;CARRINHO P/ BANHO ALUMINIO C/ BANDEJA
100002963;BERÇO HOSPITALAR INFANTIL FAWLER E TRENDELLENBURG
100002882;MACA USO VETERINARIA C/ CARRINHO
100002855;CADEIRA GIRATORIA POLIPROPILENO USO UNIDADE SAUDE
100002854;CADEIRA FIXA POLIPROPILENO
100002852;MESA MAYO AÇO INOXIDAVEL 40 X 60 X 80CM
100002851;BIOMBO 03 FACES AÇO BRANCO
100002839;CABIDEIRO PAREDE P/ AVENTAL CHUMBO
100002830;CAMA HOSPITALAR AÇO 1900 X 850 X 600MM
100002802;BANCO GIRATORIO AÇO INOXIDAVEL
100002796;MESA AUXILIAR AÇO INOX 450 X 1100 X 800MM
100002718;MESA MAYO C/ BANDEJA INOX 680 X 470 X 850MM
100002695;ESTANTE AÇO INOXIDAVEL 04 PRATELEIRAS 900 X 500 X 1800MM
100002631;BANQUETA MADEIRA MARFIM 300 X 3000 X 400MM
100002625;BIOMBO DUPLO TUBULAR 02 FACES LONA PLASTICA BRANCO
100002623;MESA P/ EXAME GINECOLOGICO FORMICA
100002622;MESA P/ EXAME CLINICO ESTOFADO COURVIM 0,65 X 1,90 X 0,80M PRETO
100002621;CADEIRA RODAS ADULTO AÇO TUBULAR C/ ALMOFADA ORTOPEDICA
100002619;MOCHO GIRATORIO ESTRUTURA TUBULAR ASSENTO ESTOFADO AZUL C/ 04 PES E RODIZIOS
100002618;BIOMBO 03 PANOS AÇO INOX
100002617;MESA AUXILIAR RETANGULAR 40 X 40 X 80 FIXA
100002616;MESA P/ EXAME GINECOLOGICO 1700 X 500 X 800MM
100002615;MESA P/ EXAME CLINICO AÇO INOX C/ SUPORTE P/ LENÇOL PAPEL DESCARTAVEL
100002614;MESA P/ EXAME CLINICO AÇO 1800 X 600 X 800MM
100002613;ESCADA USO HOSPITALAR 03 DEGRAUS AÇO PINTADO BRANCA
100002597;ARMARIO VITRINE MADEIRA 01 PORTA VIDRO FUME 04 GAVETAS 600 X 400 X 1800 A 1900MM
100002576;CADEIRA P/ LABORATORIO GIRATORIA S/ BRAÇO ENCOSTO MEDIO VINIL PRETO
100002490;MESA P/ EXAME GINECOLOGICO
100002443;CARRO MACA P/ VEICULO EMERGENCIA
100002442;MOCHO GIRATORIO REGULAVEL
100002439;BANCO GIRATORIO S/ ENCOSTO AÇO INOXIDAVEL C/ RODIZIOS
100002438;MOCHO GIRATORIO AJUSTE ALTURA GAS COURVIN AZUL
100002436;BANCO TAMPO REVESTIDO FORMICA BEGE/CREME
100002435;MOCHO GIRATORIO ASSENTO INOX ESTRUTURA AÇO S/ RODIZIOS
100002434;MESA AUXILIAR AÇO INOX 400 X 400 X 800MM
100002432;BANCO ESTOFADO COURVIN PRETO C/ RODIZIOS
100002431;MESA MAYO AÇO 550 X 430 X 930MM
100002428;MESA CABECEIRA CHAPA AÇO TAMPO MADEIRA 450 X 400 X 800MM CREME
100002427;MACA HOSPITALAR FIXA
100002423;CARRO EMERGENCIA CHAPA AÇO
100002416;CARRO MACA HOSPITALAR 1900 X 500 X 800MM
100001616;MESA P/ EXAME GINECOLOGICO HIDRAULICA SISTEMA ELEVAÇAO PEDAL
100001390;CAMA P/ PACIENTE INFANTIL P/ MOVIMENTOS FOWLER SEMI-FAWLER 170X75X70
100001389;CAMA HOSPITALAR ADULTO P/ MOVIMENTOS FOWLER SEMI-FAWLER 2,00 X 0,80 X 0,65M
100001363;CADEIRA FIXA HOSPITALAR AÇO BRANCA
100001362;CADEIRA FIXA P/ COLETA SANGUE ESPALDAR BAIXO POLIPROPILENO AZUL ROYAL
100001361;CADEIRA RODAS P/ ADULTO AÇO 160KG
100001301;CADEIRA P/ COLETA SANGUE ESTOFADO AZUL ROYAL
100001254;ARMARIO VITRINE AÇO 02 PORTAS 03 PRATELEIRAS CHAPA C/ FECHADURA 900 X 400 X 1700MM
100001253;ARMARIO VITRINE AÇO 01 PORTA 03 PRATELEIRAS VIDRO C/ FECHADURA 500 X 400 X 1500MM
100000976;MESA P/ INSTRUMENTAL CIRURGICO AÇO INOX 430 X 930MM
100000975;MESA P/ EXAME CLINICO INOX 1900 X 550 X 800MM CINZA
100000963;MESA ESCRIVANINHA AÇO P/ CONSULTORIO 990X550X800MM
100000740;ESCADA HOSPITALAR AÇO INOX 02 (DOIS) DEGRAUS ANTIDERRAPANTE
100000326;CAMA HOSPITALAR
100000304;COLCHAO HOSPITALAR
100000155;ARMARIO VITRINE AÇO MOLDADO 01 PORTA 03 PRATELEIRAS VIDRO 500 X 400 X 1500MM
100006771;CONJUNTO P/ ALUNO TAMANHO 6 ALTURA DO ALUNO: DE 1,59M A 1,88MM TAMPO INJETADO
100006770;CONJUNTO P/ ALUNO TAMANHO 4 ALTURA DO ALUNO: DE 1,33M A 1,59M
100006769;CONJUNTO P/ ALUNO TAMANHO 3 ALTURA DO ALUNO: 1,19M A 1,42M
100006055;EMENDA PARLAMENTAR CADEIRA ESCOLAR
100005987;QUADRO BRANCO POPULAR MOLDURA ALUMINIO UV 3000 X 1200MM
100005986;QUADRO BRANCO POPULAR MOLDURA ALUMINIO UV 2500 X 1200MM
100005985;QUADRO BRANCO MOLDURA ALUMINIO 2000 X 1200MM
100005365;MESA ESCOLAR ADAPTADA P/ ESCOLIOSE
100005364;CADEIRA ESCOLAR POSTURAL ADAPTADA
100005178;CAVALETE P/ BANNER CHAPA METALICA
100005023;CONJUNTO BI-TRAPEZIO TAMANHO ADULTO
100005005;QUADRO BRANCO PROFISSIONAL LAMINADO MELAMINICO MOLDURA ALUMINIO 2500 X 1200 MM
100004868;CADEIRA UNIVERSITARIA DIREITA POLIPROPILENO AZUL ROYAL
100004746;CADEIRA UNIVERSITARIA SKY C/ PORTA OBJETOS GONDOLA TECIDO 100% POLIPROPILENO PANAMA AZUL
100004691;CONJUNTO P/ ALUNO ALTURA 1,59M A 1,88MM
100004690;CONJUNTO P/ ALUNO TAMPO MDP OU MDF ALTURA DO ALUNO ENTRE 1,33 A 1,59
